% f evaluations | g evaluations | best noise-free fitness - Fopt (1.026100000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +8.499088232e+01 +1.876008823e+02 +1.876008823e+02 +5.9671e-01 -3.8264e-02 +7.4769e-01 +1.6230e+00 -1.3415e-01
3 0 +7.334857351e+01 +1.759585735e+02 +1.759585735e+02 -3.6342e-01 -3.6573e-01 +3.4196e-01 -1.8133e+00 -1.6249e+00
5 0 +6.580041802e+01 +1.684104180e+02 +1.684104180e+02 +1.5656e+00 -1.2578e-01 +1.6753e-01 -1.3247e+00 -4.4438e-01
9 0 +6.386104831e+01 +1.664710483e+02 +1.664710483e+02 +8.3847e-01 +2.7137e-01 -1.5648e-02 -2.0110e-01 -1.3785e+00
12 0 +4.633366536e+01 +1.489436654e+02 +1.489436654e+02 +1.0313e+00 -7.3922e-01 -2.0921e-01 +4.3126e-01 +1.0755e+00
117 0 +4.053400941e+01 +1.431440094e+02 +1.431440094e+02 +1.0284e+00 +3.7275e-01 -6.6504e-01 +1.7474e-01 -8.6848e-01
139 0 +4.010167517e+01 +1.427116752e+02 +1.427116752e+02 +9.6651e-01 +6.9523e-01 -7.9109e-01 -4.5837e-01 -1.1883e+00
159 0 +3.287877552e+01 +1.354887755e+02 +1.354887755e+02 +1.5191e+00 +1.5374e-02 -6.4508e-01 +5.7038e-01 -4.2345e-01
226 0 +2.807911202e+01 +1.306891120e+02 +1.306891120e+02 +1.1420e+00 +2.2714e-02 -1.0615e+00 +1.8334e-03 -1.2160e+00
290 0 +2.310484777e+01 +1.257148478e+02 +1.257148478e+02 +1.4306e+00 +1.0381e+00 -1.4297e+00 -4.8283e-01 -1.1747e+00
393 0 +1.166879699e+01 +1.142787970e+02 +1.142787970e+02 +1.7987e+00 +1.5620e+00 -8.9701e-01 -1.4670e+00 -1.0195e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (9.330000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +9.053870432e+01 +1.838387043e+02 +1.838387043e+02 +5.9671e-01 -3.8264e-02 +7.4769e-01 +1.6230e+00 -1.3415e-01
3 0 +7.053340211e+01 +1.638334021e+02 +1.638334021e+02 -3.6342e-01 -3.6573e-01 +3.4196e-01 -1.8133e+00 -1.6249e+00
4 0 +5.747590142e+01 +1.507759014e+02 +1.507759014e+02 -4.6229e-01 -9.1283e-01 +4.1425e-01 -8.0802e-01 -1.3123e+00
5 0 +4.851537749e+01 +1.418153775e+02 +1.418153775e+02 +1.5656e+00 -1.2578e-01 +1.6753e-01 -1.3247e+00 -4.4438e-01
9 0 +3.690835605e+01 +1.302083560e+02 +1.302083560e+02 +8.3847e-01 +2.7137e-01 -1.5648e-02 -2.0110e-01 -1.3785e+00
38 0 +3.490522237e+01 +1.282052224e+02 +1.282052224e+02 +1.0238e+00 -6.6779e-01 +7.7142e-01 -1.2065e+00 -2.1631e+00
154 0 +3.176669000e+01 +1.250666900e+02 +1.250666900e+02 +6.6648e-01 +4.6100e-01 +3.3930e-01 +5.7833e-02 -7.0707e-01
196 0 +3.059558262e+01 +1.238955826e+02 +1.238955826e+02 +8.0865e-01 -9.6156e-01 +7.4665e-01 -1.2558e+00 -1.4444e+00
283 0 +2.910426988e+01 +1.224042699e+02 +1.224042699e+02 +9.1123e-01 -7.6278e-01 +1.1770e+00 -1.0984e+00 -9.1266e-01
286 0 +2.876649193e+01 +1.220664919e+02 +1.220664919e+02 +1.7169e+00 -1.0921e+00 -5.9883e-03 -1.3095e+00 -1.0407e+00
322 0 +2.573831895e+01 +1.190383189e+02 +1.190383189e+02 +1.5461e+00 -1.4910e+00 +2.3316e-01 -1.0211e+00 -1.9064e+00
