% f evaluations | g evaluations | best noise-free fitness - Fopt (-4.620900000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.099430392e+02 -3.521469608e+02 -3.521469608e+02 +5.9671e-01 -3.8264e-02 +7.4769e-01 +1.6230e+00 -1.3415e-01
11 0 +7.667186676e+01 -3.854181332e+02 -3.854181332e+02 +4.2408e-01 -2.8508e-01 -5.7692e-01 +7.1168e-01 +1.1310e+00
26 0 +7.104603900e+01 -3.910439610e+02 -3.910439610e+02 +1.0258e+00 +9.5152e-02 +6.4484e-02 +1.2025e+00 +1.7238e+00
30 0 +6.620225616e+01 -3.958877438e+02 -3.958877438e+02 +7.5981e-01 +1.4543e+00 -2.0268e-01 -1.8439e-01 +1.1540e+00
38 0 +6.212816232e+01 -3.999618377e+02 -3.999618377e+02 +5.7196e-01 +7.5882e-01 +1.1675e+00 -1.3895e-01 +1.2033e+00
52 0 +5.735634433e+01 -4.047336557e+02 -4.047336557e+02 +1.0888e+00 -5.7633e-01 +1.6203e+00 +8.0893e-01 +1.9377e+00
115 0 +5.302667470e+01 -4.090633253e+02 -4.090633253e+02 +9.7103e-01 +1.5729e+00 +1.0530e+00 -1.0812e-01 +1.6832e+00
131 0 +5.124897898e+01 -4.108410210e+02 -4.108410210e+02 +1.3567e+00 +3.5887e-01 -2.0136e-01 +7.1984e-01 +1.6218e+00
145 0 +4.772255302e+01 -4.143674470e+02 -4.143674470e+02 -5.4631e-01 +2.3935e+00 +2.0667e+00 -6.2015e-02 +1.6125e+00
161 0 +4.505566535e+01 -4.170343346e+02 -4.170343346e+02 -6.1500e-01 +2.3514e+00 +1.8834e+00 +2.9267e-01 +1.9110e+00
168 0 +4.379506069e+01 -4.182949393e+02 -4.182949393e+02 +5.4950e-01 +7.4405e-01 +2.2062e+00 +3.1831e-01 +1.8523e+00
196 0 +3.714013643e+01 -4.249498636e+02 -4.249498636e+02 +5.9512e-01 +1.4482e+00 +1.7442e+00 +3.2462e-01 +1.4072e+00
221 0 +3.455971543e+01 -4.275302846e+02 -4.275302846e+02 -6.3422e-01 -9.4472e-02 +2.1009e+00 +3.8342e-01 +2.2887e+00
226 0 +3.067435618e+01 -4.314156438e+02 -4.314156438e+02 +5.0460e-01 +2.8650e+00 +2.3332e+00 -4.4505e-01 +2.2793e+00
260 0 +1.765039389e+01 -4.444396061e+02 -4.444396061e+02 +3.1812e-01 +3.0949e+00 +1.5003e+00 +1.1109e+00 +2.0131e+00
511 0 +1.227159131e+01 -4.498184087e+02 -4.498184087e+02 +1.4205e+00 +3.7551e+00 +1.6329e+00 +1.1704e+00 +2.0059e+00
827 0 +1.092128552e+01 -4.511687145e+02 -4.511687145e+02 +1.2228e+00 +2.2820e+00 +1.6893e+00 +7.0305e-01 +1.9984e+00
1004 0 +9.630377643e+00 -4.524596224e+02 -4.524596224e+02 +1.2539e+00 +2.3427e+00 +1.6381e+00 +6.9355e-01 +1.9674e+00
1006 0 +8.066868430e+00 -4.540231316e+02 -4.540231316e+02 +1.2624e+00 +2.2461e+00 +1.6193e+00 +6.9410e-01 +1.9855e+00
1009 0 +4.621931446e+00 -4.574680686e+02 -4.574680686e+02 +1.3198e+00 +3.0569e+00 +1.6085e+00 +7.2274e-01 +1.9909e+00
1133 0 +4.401031506e+00 -4.576889685e+02 -4.576889685e+02 +1.3060e+00 +2.2801e+00 +1.6653e+00 +7.3115e-01 +1.9855e+00
