% f evaluations | g evaluations | best noise-free fitness - Fopt (7.135000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.563025373e+02 +2.276525373e+02 +2.276525373e+02 +5.9671e-01 -3.8264e-02 +7.4769e-01 +1.6230e+00 -1.3415e-01 -1.3414e-01 +1.6792e+00 +8.6743e-01 -3.6947e-01 +6.4256e-01
2 0 +8.507595492e+01 +1.564259549e+02 +1.564259549e+02 -3.6342e-01 -3.6573e-01 +3.4196e-01 -1.8133e+00 -1.6249e+00 -4.6229e-01 -9.1283e-01 +4.1425e-01 -8.0802e-01 -1.3123e+00
3 0 +5.025798271e+01 +1.216079827e+02 +1.216079827e+02 +1.5656e+00 -1.2578e-01 +1.6753e-01 -1.3247e+00 -4.4438e-01 +2.1092e-01 -1.0510e+00 +4.7570e-01 -5.0064e-01 -1.9169e-01
4 0 +4.969194061e+01 +1.210419406e+02 +1.210419406e+02 -5.0171e-01 +1.9523e+00 +8.6503e-02 -9.5771e-01 +9.2254e-01 -1.1208e+00 +3.0886e-01 -1.8597e+00 -1.2282e+00 +2.9686e-01
5 0 +4.878548473e+01 +1.201354847e+02 +1.201354847e+02 +8.3847e-01 +2.7137e-01 -1.5648e-02 -2.0110e-01 -1.3785e+00 -6.1984e-01 -3.6064e-01 +1.1571e+00 +4.4362e-01 -1.6630e+00
13 0 +2.412096411e+01 +9.547096411e+01 +9.547096411e+01 +8.9103e-01 -8.0939e-01 +1.5028e+00 -1.3019e+00 +6.8686e-01 +2.2905e+00 -8.9054e-01 -4.6630e-01 +1.9965e-01 -4.0348e-01
225 0 +2.274218162e+01 +9.409218162e+01 +9.409218162e+01 +6.7710e-01 -9.1413e-01 +4.6799e-01 -1.0045e+00 +7.8863e-01 +1.7705e+00 -1.5232e+00 +9.5094e-01 +1.1109e+00 -7.8513e-01
415 0 +1.623244538e+01 +8.758244538e+01 +8.758244538e+01 -2.8494e-01 -1.0709e+00 -2.9433e-01 -1.0993e+00 +8.2821e-01 +1.5741e+00 -1.1236e+00 +1.1449e-01 +1.1309e+00 -8.8160e-01
467 0 +1.395164156e+01 +8.530164156e+01 +8.530164156e+01 +1.2446e-01 -1.9220e+00 -2.4082e-01 -1.2677e+00 +4.7898e-01 +2.2996e+00 -5.7245e-01 +2.6536e-01 +7.4615e-01 -7.2379e-01
510 0 +1.004157079e+01 +8.139157079e+01 +8.139157079e+01 +6.3770e-01 -6.9451e-01 -5.6106e-01 -1.0991e+00 -3.8414e-01 +1.7667e+00 -1.6079e+00 +4.9648e-01 +1.3640e+00 -1.5315e+00
720 0 +6.940148005e+00 +7.829014801e+01 +7.829014801e+01 +4.8541e-01 -3.0091e-01 +4.8904e-01 -6.6637e-01 -3.4744e-02 +1.2155e+00 -2.4469e+00 +8.3797e-01 +9.4003e-01 -1.7335e+00
832 0 +4.835810031e+00 +7.618581003e+01 +7.618581003e+01 +4.4338e-01 -8.9492e-02 +2.1698e-01 -1.3793e+00 -2.0666e-01 +1.2735e+00 -1.9541e+00 +7.8130e-01 +9.6126e-01 -1.3150e+00
1021 0 +4.558146900e+00 +7.590814690e+01 +7.590814690e+01 +3.4256e-01 -3.5500e-01 +1.0451e-01 -1.2393e+00 -7.3507e-02 +1.1646e+00 -1.7044e+00 +7.9421e-01 +1.1310e+00 -1.1460e+00
1058 0 +3.955772898e+00 +7.530577290e+01 +7.530577290e+01 +3.7785e-01 +1.8161e-01 +6.8268e-01 -1.1530e+00 -3.9200e-01 +3.3129e-01 -1.9817e+00 +5.9536e-01 +5.6744e-01 -1.0360e+00
1109 0 +2.705173485e+00 +7.405517348e+01 +7.405517348e+01 +8.5747e-02 +5.4513e-02 +5.5203e-01 -1.0945e+00 +6.8341e-02 +8.4174e-01 -2.0907e+00 +7.2813e-01 +6.2006e-01 -1.1265e+00
1250 0 +1.977925199e+00 +7.332792520e+01 +7.332792520e+01 +5.4826e-01 +1.4698e-01 +7.2463e-01 -1.1675e+00 -1.9431e-01 +9.8196e-01 -1.8296e+00 +3.6568e-01 +8.7621e-01 -1.4436e+00
1464 0 +1.873869850e+00 +7.322386985e+01 +7.322386985e+01 +1.3973e-01 +1.4180e-01 +7.4459e-01 -1.2204e+00 -1.0957e-02 +8.0062e-01 -1.9237e+00 +6.1217e-01 +6.2478e-01 -1.2690e+00
1469 0 +1.784497409e+00 +7.313449741e+01 +7.313449741e+01 +2.2204e-01 +4.5703e-01 +8.3430e-01 -1.2350e+00 +1.2444e-01 +5.8958e-01 -1.9803e+00 +5.4376e-01 +8.3403e-01 -1.2754e+00
